,applicant_job_title,official_record_job_title,status,rule
464,mid data science,trainee dotnet developer,True,Rule 6 (Invalid title)
465,sr n/a,junior operations manager,True,Rule 6 (Invalid title)
466,mid automation testing,intern advocate,True,Rule 6 (Invalid title)
467,senior hr,junior,True,Rule 6 (Invalid title)
468,jr arts,intern web designing,True,Rule 6 (Invalid title)
469,,lead mechanical engineer,True,Rule 6 (Invalid title)
470,blockchain,trainee developer,True,Rule 6 (Invalid title)
471,intern sales,junior web designing,True,Rule 6 (Invalid title)
472,senior business analyst,sr business analyst,True,Rule 3 (Exact / near match)
473,jr mechanical engineer,junior mechanical engineer,True,Rule 3 (Exact / near match)
474,junior database,trainee sales,True,Rule 6 (Invalid title)
475,intern testing,lead operations manager,True,Rule 6 (Invalid title)
476,hr,senior advocate,True,Rule 6 (Invalid title)
477,senior n/a,middle business analyst,True,Rule 6 (Invalid title)
478,jr web designing,sr database,True,Rule 6 (Invalid title)
479,intern automation testing,trainee developer,True,Rule 6 (Invalid title)
480,jr advocate,senior n/a,True,Rule 6 (Invalid title)
481,intern testing,trainee sales,True,Rule 6 (Invalid title)
482,junior mechanical engineer,trainee arts,True,Rule 6 (Invalid title)
483,middle arts,intern n/a,True,Rule 6 (Invalid title)
484,intern arts,sr developer,True,Rule 6 (Invalid title)
485,sr testing,lead hr,True,Rule 6 (Invalid title)
486,intern sales,trainee civil engineer,True,Rule 6 (Invalid title)
487,intern hr,junior n/a,True,Rule 6 (Invalid title)
488,jr devops engineer,trainee web designing,True,Rule 6 (Invalid title)
489,sr sales,junior testing,True,Rule 6 (Invalid title)
490,intern n/a,sr developer,True,Rule 6 (Invalid title)
491,senior automation testing,sr operations manager,True,Rule 6 (Invalid title)
492,senior devops engineer,sr,True,Rule 6 (Invalid title)
493,senior developer,intern blockchain,True,Rule 6 (Invalid title)
494,junior data science,lead arts,True,Rule 6 (Invalid title)
495,sr dotnet developer,lead database,True,Rule 6 (Invalid title)
496,senior arts,junior business analyst,True,Rule 6 (Invalid title)
497,senior testing,junior mechanical engineer,True,Rule 6 (Invalid title)
498,intern data science,junior database,True,Rule 6 (Invalid title)
499,mechanical engineer,junior blockchain,True,Rule 6 (Invalid title)
500,senior blockchain,trainee advocate,True,Rule 6 (Invalid title)
501,senior data science,junior dotnet developer,True,Rule 6 (Invalid title)
502,senior testing,middle business analyst,True,Rule 6 (Invalid title)
503,middle automation testing,junior data science,True,Rule 6 (Invalid title)
504,middle arts,trainee dotnet developer,True,Rule 6 (Invalid title)
505,lead sales,trainee n/a,True,Rule 6 (Invalid title)
506,health fitness,mid data science,True,Rule 6 (Invalid title)
507,jr dotnet developer,sr automation testing,True,Rule 6 (Invalid title)
508,jr hr,jr mechanical engineer,True,Rule 6 (Invalid title)
509,senior dotnet developer,trainee health fitness,True,Rule 6 (Invalid title)
510,mid data science,junior testing,True,Rule 6 (Invalid title)
511,jr hr,mid network security engineer,True,Rule 6 (Invalid title)
512,senior web designing,mid testing,True,Rule 6 (Invalid title)
513,n/a,lead developer,True,Rule 6 (Invalid title)
514,mid developer,lead hr,True,Rule 6 (Invalid title)
515,mid health fitness,trainee database,True,Rule 6 (Invalid title)
516,middle n/a,trainee testing,True,Rule 6 (Invalid title)
517,lead database,lead health fitness,True,Rule 6 (Invalid title)
518,intern developer,junior automation testing,True,Rule 6 (Invalid title)
519,mid operations manager,intern health fitness,True,Rule 6 (Invalid title)
520,n/a,intern testing,True,Rule 6 (Invalid title)
521,senior,trainee devops engineer,True,Rule 6 (Invalid title)
522,mid blockchain,trainee business analyst,True,Rule 6 (Invalid title)
523,mid hr,sr network security engineer,True,Rule 6 (Invalid title)
524,business analyst,jr hr,True,Rule 6 (Invalid title)
525,mid dotnet developer,lead testing,True,Rule 6 (Invalid title)
526,sr web designing,junior n/a,True,Rule 6 (Invalid title)
527,,trainee advocate,True,Rule 6 (Invalid title)
528,middle developer,junior data science,True,Rule 6 (Invalid title)
529,middle web designing,lead automation testing,True,Rule 6 (Invalid title)
530,mid hr,junior civil engineer,True,Rule 6 (Invalid title)
531,mid blockchain,junior arts,True,Rule 6 (Invalid title)
532,lead,lead hr,True,Rule 6 (Invalid title)
533,senior database,senior civil engineer,True,Rule 6 (Invalid title)
534,sr arts,junior arts,True,Rule 3 (Exact / near match)
535,senior business analyst,junior health fitness,True,Rule 6 (Invalid title)
536,senior testing,intern sales,True,Rule 6 (Invalid title)
537,intern advocate,junior data science,True,Rule 6 (Invalid title)
538,lead testing,trainee hr,True,Rule 6 (Invalid title)
539,database,trainee testing,True,Rule 6 (Invalid title)
540,mid hr,intern testing,True,Rule 6 (Invalid title)
541,middle automation testing,junior network security engineer,True,Rule 6 (Invalid title)
542,mid mechanical engineer,lead testing,True,Rule 6 (Invalid title)
543,jr civil engineer,senior sales,True,Rule 6 (Invalid title)
544,intern operations manager,junior database,True,Rule 6 (Invalid title)
545,jr database,jr developer,True,Rule 6 (Invalid title)
546,trainee data science,trainee testing,True,Rule 6 (Invalid title)
547,database,sr civil engineer,True,Rule 6 (Invalid title)
548,mid n/a,intern web designing,True,Rule 6 (Invalid title)
549,database,sr testing,True,Rule 6 (Invalid title)
550,health fitness,trainee civil engineer,True,Rule 6 (Invalid title)
551,intern web designing,junior automation testing,True,Rule 6 (Invalid title)
552,jr advocate,lead hr,True,Rule 6 (Invalid title)
553,intern network security engineer,junior health fitness,True,Rule 6 (Invalid title)
554,jr health fitness,trainee hr,True,Rule 6 (Invalid title)
555,hr,senior data science,True,Rule 6 (Invalid title)
556,senior automation testing,lead arts,True,Rule 6 (Invalid title)
557,mid dotnet developer,intern n/a,True,Rule 6 (Invalid title)
558,middle n/a,mid dotnet developer,True,Rule 6 (Invalid title)
559,senior sales,trainee web designing,True,Rule 6 (Invalid title)
560,intern automation testing,junior web designing,True,Rule 6 (Invalid title)
561,middle devops engineer,trainee blockchain,True,Rule 6 (Invalid title)
562,middle automation testing,trainee operations manager,True,Rule 6 (Invalid title)
563,lead arts,trainee blockchain,True,Rule 6 (Invalid title)
564,senior developer,lead data science,True,Rule 6 (Invalid title)
565,intern,sr arts,True,Rule 6 (Invalid title)
566,senior n/a,junior blockchain,True,Rule 6 (Invalid title)
567,health fitness,sr arts,True,Rule 6 (Invalid title)
568,intern blockchain,lead developer,True,Rule 6 (Invalid title)
569,business analyst,jr web designing,True,Rule 6 (Invalid title)
570,lead sales,lead arts,True,Rule 6 (Invalid title)
571,hr,intern business analyst,True,Rule 6 (Invalid title)
572,middle testing,trainee dotnet developer,True,Rule 6 (Invalid title)
573,senior database,lead data science,True,Rule 6 (Invalid title)
574,civil engineer,trainee blockchain,True,Rule 6 (Invalid title)
575,data science,intern testing,True,Rule 6 (Invalid title)
576,advocate,intern sales,True,Rule 6 (Invalid title)
577,senior devops engineer,sr sales,True,Rule 6 (Invalid title)
578,jr blockchain,intern network security engineer,True,Rule 6 (Invalid title)
579,business analyst,middle n/a,True,Rule 6 (Invalid title)
580,jr hr,mid web designing,True,Rule 6 (Invalid title)
581,senior arts,sr sales,True,Rule 6 (Invalid title)
582,jr business analyst,junior arts,True,Rule 6 (Invalid title)
583,sr,trainee blockchain,True,Rule 6 (Invalid title)
584,jr sales,mid database,True,Rule 6 (Invalid title)
585,senior business analyst,mid sales,True,Rule 6 (Invalid title)
586,intern testing,trainee mechanical engineer,True,Rule 6 (Invalid title)
587,senior civil engineer,trainee arts,True,Rule 6 (Invalid title)
588,mid web designing,junior civil engineer,True,Rule 6 (Invalid title)
589,jr civil engineer,trainee,True,Rule 6 (Invalid title)
590,trainee business analyst,trainee data science,True,Rule 6 (Invalid title)
591,jr n/a,lead advocate,True,Rule 6 (Invalid title)
592,middle dotnet developer,lead dotnet developer,True,Rule 3 (Exact / near match)
593,lead n/a,trainee sales,True,Rule 6 (Invalid title)
594,database,mid civil engineer,True,Rule 6 (Invalid title)
595,middle data science,middle network security engineer,True,Rule 6 (Invalid title)
596,mid database,lead data science,True,Rule 6 (Invalid title)
597,mid n/a,trainee database,True,Rule 6 (Invalid title)
598,jr blockchain,mid business analyst,True,Rule 6 (Invalid title)
599,mechanical engineer,mid database,True,Rule 6 (Invalid title)
600,senior hr,intern advocate,True,Rule 6 (Invalid title)
601,blockchain,senior civil engineer,True,Rule 6 (Invalid title)
602,middle business analyst,lead n/a,True,Rule 6 (Invalid title)
603,jr web designing,intern health fitness,True,Rule 6 (Invalid title)
604,data science,junior sales,True,Rule 6 (Invalid title)
605,middle testing,intern,True,Rule 6 (Invalid title)
606,junior health fitness,trainee developer,True,Rule 6 (Invalid title)
607,intern web designing,junior dotnet developer,True,Rule 6 (Invalid title)
608,mid business analyst,mid n/a,True,Rule 6 (Invalid title)
609,automation testing,jr business analyst,True,Rule 6 (Invalid title)
610,sr developer,junior arts,True,Rule 6 (Invalid title)
611,middle health fitness,intern automation testing,True,Rule 6 (Invalid title)
612,sales,trainee developer,True,Rule 6 (Invalid title)
613,mid blockchain,trainee,True,Rule 6 (Invalid title)
614,sr hr,sr operations manager,True,Rule 6 (Invalid title)
615,blockchain,lead advocate,True,Rule 6 (Invalid title)
616,intern database,junior automation testing,True,Rule 6 (Invalid title)
617,mid,lead operations manager,True,Rule 6 (Invalid title)
618,intern health fitness,lead web designing,True,Rule 6 (Invalid title)
619,jr hr,intern sales,True,Rule 6 (Invalid title)
620,intern advocate,sr hr,True,Rule 6 (Invalid title)
621,jr mechanical engineer,lead data science,True,Rule 6 (Invalid title)
622,junior data science,trainee web designing,True,Rule 6 (Invalid title)
623,senior network security engineer,sr arts,True,Rule 6 (Invalid title)
624,lead,lead data science,True,Rule 6 (Invalid title)
625,sr advocate,trainee sales,True,Rule 6 (Invalid title)
626,intern testing,trainee arts,True,Rule 6 (Invalid title)
627,intern advocate,sr automation testing,True,Rule 6 (Invalid title)
628,senior health fitness,trainee n/a,True,Rule 6 (Invalid title)
629,middle hr,sr testing,True,Rule 6 (Invalid title)
630,senior hr,trainee arts,True,Rule 6 (Invalid title)
631,network security engineer,junior,True,Rule 6 (Invalid title)
632,senior operations manager,senior blockchain,True,Rule 6 (Invalid title)
633,intern n/a,lead,True,Rule 6 (Invalid title)
634,senior hr,sr testing,True,Rule 6 (Invalid title)
635,intern testing,trainee business analyst,True,Rule 6 (Invalid title)
636,lead testing,trainee business analyst,True,Rule 6 (Invalid title)
637,middle automation testing,lead database,True,Rule 6 (Invalid title)
638,database,trainee dotnet developer,True,Rule 6 (Invalid title)
639,sr n/a,junior testing,True,Rule 6 (Invalid title)
640,middle devops engineer,intern data science,True,Rule 6 (Invalid title)
641,jr health fitness,trainee automation testing,True,Rule 6 (Invalid title)
642,sr data science,trainee operations manager,True,Rule 6 (Invalid title)
643,senior sales,trainee testing,True,Rule 6 (Invalid title)
644,middle operations manager,lead blockchain,True,Rule 6 (Invalid title)
645,senior automation testing,intern civil engineer,True,Rule 6 (Invalid title)
646,middle health fitness,mid advocate,True,Rule 6 (Invalid title)
647,senior operations manager,mid testing,True,Rule 6 (Invalid title)
648,senior developer,middle data science,True,Rule 6 (Invalid title)
649,sales,intern blockchain,True,Rule 6 (Invalid title)
650,junior business analyst,trainee hr,True,Rule 6 (Invalid title)
651,jr developer,middle database,True,Rule 6 (Invalid title)
652,network security engineer,mid arts,True,Rule 6 (Invalid title)
653,senior hr,senior operations manager,True,Rule 6 (Invalid title)
654,lead testing,trainee devops engineer,True,Rule 6 (Invalid title)
655,sr arts,junior operations manager,True,Rule 6 (Invalid title)
656,senior arts,lead testing,True,Rule 6 (Invalid title)
657,sr web designing,sr business analyst,True,Rule 6 (Invalid title)
658,sr hr,junior operations manager,True,Rule 6 (Invalid title)
659,intern devops engineer,junior data science,True,Rule 6 (Invalid title)
660,web designing,junior database,True,Rule 6 (Invalid title)
661,testing,trainee,True,Rule 6 (Invalid title)
662,middle sales,lead mechanical engineer,True,Rule 6 (Invalid title)
663,senior database,mid advocate,True,Rule 6 (Invalid title)
664,mid mechanical engineer,trainee sales,True,Rule 6 (Invalid title)
665,senior hr,intern blockchain,True,Rule 6 (Invalid title)
666,middle database,trainee civil engineer,True,Rule 6 (Invalid title)
667,mid web designing,junior testing,True,Rule 6 (Invalid title)
668,sr,trainee devops engineer,True,Rule 6 (Invalid title)
669,junior mechanical engineer,lead testing,True,Rule 6 (Invalid title)
670,middle health fitness,trainee civil engineer,True,Rule 6 (Invalid title)
671,intern sales,junior automation testing,True,Rule 6 (Invalid title)
672,middle n/a,trainee mechanical engineer,True,Rule 6 (Invalid title)
673,middle developer,junior hr,True,Rule 6 (Invalid title)
674,intern civil engineer,trainee blockchain,True,Rule 6 (Invalid title)
675,senior network security engineer,lead hr,True,Rule 6 (Invalid title)
676,middle advocate,middle health fitness,True,Rule 6 (Invalid title)
677,senior n/a,sr civil engineer,True,Rule 6 (Invalid title)
678,senior dotnet developer,lead,True,Rule 6 (Invalid title)
679,jr web designing,intern web designing,True,Rule 3 (Exact / near match)
680,jr developer,junior sales,True,Rule 6 (Invalid title)
681,middle data science,trainee data science,True,Rule 3 (Exact / near match)
682,jr web designing,middle arts,True,Rule 6 (Invalid title)
683,junior operations manager,junior blockchain,True,Rule 6 (Invalid title)
684,jr network security engineer,trainee n/a,True,Rule 6 (Invalid title)
685,jr developer,mid hr,True,Rule 6 (Invalid title)
686,senior web designing,lead automation testing,True,Rule 6 (Invalid title)
687,sr dotnet developer,junior database,True,Rule 6 (Invalid title)
688,senior developer,middle blockchain,True,Rule 6 (Invalid title)
689,junior hr,lead n/a,True,Rule 6 (Invalid title)
690,senior blockchain,intern,True,Rule 6 (Invalid title)
